Priority	e4p[c]	f6p[c]	g3p[c]	s7p[c]	pi[c]	param_TALA2_total	param_pH	param_Temp	FileFlag	Target_Data
1	0	0	3.7999999999999996e-6	0.01	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_g3p.txt"	0.09090909090909091
1	0	0	6.022594131352233e-6	0.01	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_g3p.txt"	0.13680688860321005
1	0	0	9.545168439736411e-6	0.01	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_g3p.txt"	0.20076000891310186
1	0	0	0.000015128072481032882	0.01	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_g3p.txt"	0.2847472489508012
1	0	0	0.00002397637909024733	0.01	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_g3p.txt"	0.3868631798468568
1	0	0	0.000037999999999999995	0.01	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_g3p.txt"	0.49999999999999994
1	0	0	0.000060225941313522335	0.01	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_g3p.txt"	0.6131368201531431
1	0	0	0.00009545168439736412	0.01	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_g3p.txt"	0.7152527510491987
1	0	0	0.00015128072481032897	0.01	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_g3p.txt"	0.7992399910868984
1	0	0	0.0002397637909024733	0.01	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_g3p.txt"	0.86319311139679
1	0	0	0.00037999999999999997	0.01	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_g3p.txt"	0.9090909090909091
1	9.000000000000007e-6	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_e4p.txt"	0.09090909090909098
1	0.000014264038732150038	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_e4p.txt"	0.13680688860321014
1	0.000022606977883586257	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_e4p.txt"	0.20076000891310197
1	0.00003582964534981475	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_e4p.txt"	0.2847472489508014
1	0.00005678616100321741	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_e4p.txt"	0.38686317984685703
1	0.00009000000000000007	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_e4p.txt"	0.5000000000000002
1	0.00014264038732150037	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_e4p.txt"	0.6131368201531432
1	0.00022606977883586258	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_e4p.txt"	0.7152527510491988
1	0.00035829645349814786	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_e4p.txt"	0.7992399910868985
1	0.0005678616100321741	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_e4p.txt"	0.86319311139679
1	0.0009000000000000007	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_e4p.txt"	0.9090909090909093
1	0.01	0.00011999999999999995	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_f6p.txt"	0.09090909090909088
1	0.01	0.00019018718309533363	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_f6p.txt"	0.13680688860321
1	0.01	0.0003014263717811494	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_f6p.txt"	0.20076000891310164
1	0.01	0.0004777286046641966	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_f6p.txt"	0.28474724895080133
1	0.01	0.0007571488133762321	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_f6p.txt"	0.38686317984685703
1	0.01	0.0011999999999999995	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_f6p.txt"	0.49999999999999994
1	0.01	0.0019018718309533362	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_f6p.txt"	0.613136820153143
1	0.01	0.0030142637178114944	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_f6p.txt"	0.7152527510491984
1	0.01	0.004777286046641966	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_f6p.txt"	0.7992399910868982
1	0.01	0.007571488133762321	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_f6p.txt"	0.8631931113967899
1	0.01	0.011999999999999995	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateFor_f6p.txt"	0.9090909090909092
1	0	0	0.01	0.0000285	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_s7p.txt"	0.09090909090909093
1	0	0	0.01	0.000045169455985141756	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_s7p.txt"	0.13680688860321005
1	0	0	0.01	0.00007158876329802309	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_s7p.txt"	0.2007600089131019
1	0	0	0.01	0.00011346054360774674	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_s7p.txt"	0.28474724895080145
1	0	0	0.01	0.000179822843176855	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_s7p.txt"	0.38686317984685686
1	0	0	0.01	0.000285	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_s7p.txt"	0.5
1	0	0	0.01	0.00045169455985141755	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_s7p.txt"	0.6131368201531432
1	0	0	0.01	0.000715887632980231	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_s7p.txt"	0.7152527510491988
1	0	0	0.01	0.0011346054360774674	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_s7p.txt"	0.7992399910868982
1	0	0	0.01	0.00179822843176855	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_s7p.txt"	0.86319311139679
1	0	0	0.01	0.00285	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/relRateRev_s7p.txt"	0.9090909090909091
1	0.002	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	71.4
1	0.002	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	71.4
1	0.002	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	71.4
1	0.002	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	71.4
1	0.002	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	71.4
1	0.002	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	71.4
1	0.002	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	71.4
1	0.002	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	71.4
1	0.002	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	71.4
1	0.002	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	71.4
1	0.002	0.01	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	71.4
1	0.01	0.05	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	79.4
1	0.01	0.05	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	79.4
1	0.01	0.05	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	79.4
1	0.01	0.05	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	79.4
1	0.01	0.05	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	79.4
1	0.01	0.05	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	79.4
1	0.01	0.05	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	79.4
1	0.01	0.05	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	79.4
1	0.01	0.05	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	79.4
1	0.01	0.05	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	79.4
1	0.01	0.05	0	0	0	1	8.5	30	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/absRateFor.txt"	79.4
1	0	0	0	0	0	1	7.5	25	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/customRatio_1.txt"	7.33
1	0	0	0	0	0	1	7.5	25	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/customRatio_1.txt"	7.33
1	0	0	0	0	0	1	7.5	25	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/customRatio_1.txt"	7.33
1	0	0	0	0	0	1	7.5	25	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/customRatio_1.txt"	7.33
1	0	0	0	0	0	1	7.5	25	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/customRatio_1.txt"	7.33
1	0	0	0	0	0	1	7.5	25	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/customRatio_1.txt"	7.33
1	0	0	0	0	0	1	7.5	25	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/customRatio_1.txt"	7.33
1	0	0	0	0	0	1	7.5	25	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/customRatio_1.txt"	7.33
1	0	0	0	0	0	1	7.5	25	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/customRatio_1.txt"	7.33
1	0	0	0	0	0	1	7.5	25	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/customRatio_1.txt"	7.33
1	0	0	0	0	0	1	7.5	25	"/home/mrama/Dropbox/PhD_stuff/Projects/MD/eMASS-MD/enzyme_models/TALA2/TALA2_param_inf/input/customRatio_1.txt"	7.33
